entityid,codpartidaabierta,fe,fv,plazofactura,vidafactura,daystodue,plazoconsumido,fec,fec_desde_fobs,rango_fec,lgd,pdriim,riim10,pdriim_norm,sector,tiposegmento,importe,log_importe,impacto,importe_norm,riim10_norm,score_fec,score,escala,plazo_consumido_adj
101808029.0,1.018590900004004e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0011","0,0459",6.0,"0,1156",COMERCIO,1.0,"34,12","1,5330",0,"0,1069","0,4444","0,8","40,04",MEDIA,0.3333
115575833.0,1.0185909000038934e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0011","0,0459",6.0,"0,1156",,2.0,"24,37","1,3869",0,"0,0776","0,4444","0,8","39,04",MEDIA,0.3333
2309923.0,1.0185909000039184e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0458",6.0,"0,1153",COMERCIO,1.0,"2908,04","3,4636",0,"0,4945","0,4444","0,8","53,21",MUY ALTA,0.3333
2916728.0,1.0185909000039606e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0458",6.0,"0,1153",,,"201,19","2,3036",0,"0,2616","0,4444","0,8","45,30",ALTA,0.3333
114829059.0,1.0185909000038958e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0458",6.0,"0,1153",INDUSTRIA,2.0,"128,78","2,1098",0,"0,2227","0,4444","0,8","43,97",MEDIA,0.3333
105816124.0,1.0185909000038826e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0458",6.0,"0,1153",,,"114,26","2,0579",0,"0,2123","0,4444","0,8","43,62",MEDIA,0.3333
116142243.0,1.0185909000038981e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0458",6.0,"0,1153",,,"84,51","1,9269",0,"0,1860","0,4444","0,8","42,72",MEDIA,0.3333
3236190.0,1.0185909000039325e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0008","0,0458",6.0,"0,1153",COMERCIO,1.0,"83,64","1,9224",0,"0,1851","0,4444","0,8","42,69",MEDIA,0.3333
3231960.0,1.0185909000039387e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0006","0,0458",6.0,"0,1153",COMERCIO,2.0,"56,88","1,7550",0,"0,1515","0,4444","0,8","41,55",MEDIA,0.3333
101554338.0,1.0185909000040011e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0006","0,0458",6.0,"0,1153",,,"49,89","1,6980",0,"0,1401","0,4444","0,8","41,16",MEDIA,0.3333
9196952.0,1.0185909000038776e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0007","0,0458",6.0,"0,1153",COMERCIO,2.0,"32,65","1,5139",0,"0,1031","0,4444","0,8","39,90",MEDIA,0.3333
2165056.0,1.0185909000038669e+17,2025-10-28,,31.0,13.0,18.0,0.4194,-2.0,16.0,-7-0,"0,0003","0,0457",6.0,"0,1150",COMERCIO,2.0,"349,69","2,5437",0,"0,3098","0,4444","0,8","47,79",ALTA,0.4194
115503881.0,1.0185909000038789e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0457",6.0,"0,1150",,,"95,58","1,9804",0,"0,1967","0,4444","0,8","43,09",MEDIA,0.3333
104315423.0,1.0185909000039328e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0456",6.0,"0,1148",INDUSTRIA,2.0,"559,96","2,7482",0,"0,3509","0,4444","0,8","48,33",ALTA,0.3333
104540590.0,1.018590900003937e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0456",6.0,"0,1148",TRANSPORTE,2.0,"372,79","2,5715",0,"0,3154","0,4444","0,8","47,12",ALTA,0.3333
2430056.0,1.0185909000039414e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0013","0,0456",6.0,"0,1148",COMERCIO,2.0,"358,66","2,5547",0,"0,3120","0,4444","0,8","47,01",ALTA,0.3333
5260808.0,1.0185909000039336e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0456",6.0,"0,1148",COMERCIO,2.0,"217,56","2,3376",0,"0,2685","0,4444","0,8","45,53",ALTA,0.3333
9200887.0,1.018590900003994e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0456",6.0,"0,1148",COMERCIO,1.0,"80,1","1,9036",0,"0,1813","0,4444","0,8","42,57",MEDIA,0.3333
118751096.0,1.018590900003895e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0009","0,0456",6.0,"0,1148",,,"76,28","1,8824",0,"0,1771","0,4444","0,8","42,42",MEDIA,0.3333
101177681.0,1.0185909000039445e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0456",6.0,"0,1148",COMERCIO,2.0,"73,28","1,8650",0,"0,1736","0,4444","0,8","42,30",MEDIA,0.3333
2942069.0,1.0185909000039576e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0007","0,0456",6.0,"0,1148",COMERCIO,1.0,"31,48","1,4980",0,"0,0999","0,4444","0,8","39,80",MEDIA,0.3333
2430056.0,1.0185909000040139e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0019","0,0456",6.0,"0,1148",COMERCIO,2.0,"26,93","1,4302",0,"0,0863","0,4444","0,8","39,33",MEDIA,0.3333
101177681.0,1.0185909000039445e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0007","0,0456",6.0,"0,1148",COMERCIO,2.0,"24,6","1,3909",0,"0,0784","0,4444","0,8","39,07",MEDIA,0.3333
3809599.0,1.0185909000039677e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0011","0,0456",6.0,"0,1148",COMERCIO,2.0,"22,2","1,3464",0,"0,0694","0,4444","0,8","38,76",BAJA,0.3333
115717191.0,1.0185909000039107e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0011","0,0456",6.0,"0,1148",,,"20,57","1,3132",0,"0,0628","0,4444","0,8","38,54",BAJA,0.3333
7141506.0,1.0185909000039826e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0006","0,0456",6.0,"0,1148",COMERCIO,1.0,"10,85","1,0354",0,"0,0070","0,4444","0,8","36,64",BAJA,0.3333
103034899.0,1.01859090000392e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0455",6.0,"0,1145",COMERCIO,1.0,"522,5","2,7181",0,"0,3448","0,4444","0,8","48,12",ALTA,0.3333
110815110.0,1.0185909000039158e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0455",6.0,"0,1145",COMERCIO,2.0,"487,85","2,6883",0,"0,3389","0,4444","0,8","47,92",ALTA,0.3333
3048306.0,1.0185909000040032e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0455",6.0,"0,1145",COMERCIO,1.0,"150,81","2,1784",0,"0,2365","0,4444","0,8","44,44",MEDIA,0.3333
3533136.0,1.0185909000039795e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0455",6.0,"0,1145",COMERCIO,1.0,"142,65","2,1543",0,"0,2317","0,4444","0,8","44,28",MEDIA,0.3333
2724743.0,1.0185909000039282e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0016","0,0455",6.0,"0,1145",INDUSTRIA,1.0,"80,6","1,9063",0,"0,1819","0,4444","0,8","42,58",MEDIA,0.3333
9200720.0,1.018590900003987e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0009","0,0455",6.0,"0,1145",COMERCIO,1.0,"60,6","1,7825",0,"0,1570","0,4444","0,8","41,74",MEDIA,0.3333
2724743.0,1.0185909000039282e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0018","0,0455",6.0,"0,1145",INDUSTRIA,1.0,"56,99","1,7558",0,"0,1517","0,4444","0,8","41,56",MEDIA,0.3333
113049465.0,1.0185909000039574e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0011","0,0455",6.0,"0,1145",,,"35,6","1,5514",0,"0,1106","0,4444","0,8","40,16",MEDIA,0.3333
118978695.0,1.018590900003914e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0012","0,0455",6.0,"0,1145",,,"31,71","1,5012",0,"0,1005","0,4444","0,8","39,82",MEDIA,0.3333
119108456.0,1.0185909000039162e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0454",6.0,"0,1142",,2.0,"914,02","2,9610",0,"0,3936","0,4444","0,8","49,78",ALTA,0.3333
1906627.0,1.0185909000039806e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0454",6.0,"0,1142",COMERCIO,2.0,"393,44","2,5949",0,"0,3201","0,4444","0,8","47,28",ALTA,0.3333
110649173.0,1.0185909000038986e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0454",6.0,"0,1142",,,"367,04","2,5647",0,"0,3141","0,4444","0,8","47,08",ALTA,0.3333
106761148.0,1.0185909000039606e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0454",6.0,"0,1142",COMERCIO,2.0,"269,41","2,4304",0,"0,2871","0,4444","0,8","46,16",ALTA,0.3333
1760693.0,1.0185909000039627e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0454",6.0,"0,1142",INDUSTRIA,1.0,"193,27","2,2862",0,"0,2581","0,4444","0,8","45,18",ALTA,0.3333
103528618.0,1.0185909000040096e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0454",6.0,"0,1142",COMERCIO,2.0,"144,22","2,1590",0,"0,2326","0,4444","0,8","44,31",MEDIA,0.3333
4375430.0,1.018590900003971e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0023","0,0454",6.0,"0,1142",COMERCIO,1.0,"106,35","2,0267",0,"0,2060","0,4444","0,8","43,41",MEDIA,0.3333
102525242.0,1.018590900003913e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0454",6.0,"0,1142",COMERCIO,1.0,"67,4","1,8287",0,"0,1663","0,4444","0,8","42,05",MEDIA,0.3333
1906627.0,1.0185909000039806e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0454",6.0,"0,1142",COMERCIO,2.0,"65,88","1,8188",0,"0,1643","0,4444","0,8","41,99",MEDIA,0.3333
118751250.0,1.0185909000039141e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0010","0,0454",6.0,"0,1142",,,"62,73","1,7975",0,"0,1600","0,4444","0,8","41,84",MEDIA,0.3333
9201296.0,1.018590900003995e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0006","0,0454",6.0,"0,1142",CONSTRUCCION,1.0,"54,55","1,7368",0,"0,1478","0,4444","0,8","41,43",MEDIA,0.3333
2481375.0,1.01859090000388e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0007","0,0453",6.0,"0,1139",COMERCIO,2.0,"162,76","2,2115",0,"0,2432","0,4444","0,8","44,67",MEDIA,0.3333
2734410.0,1.0185909000039429e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0453",6.0,"0,1139",COMERCIO,2.0,"159,77","2,2035",0,"0,2415","0,4444","0,8","44,61",MEDIA,0.3333
4156404.0,1.0185909000039131e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0008","0,0453",6.0,"0,1139",,,"136,17","2,1341",0,"0,2276","0,4444","0,8","44,14",MEDIA,0.3333
3907692.0,1.0185909000039562e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0008","0,0453",6.0,"0,1139",INDUSTRIA,2.0,"121,21","2,0835",0,"0,2175","0,4444","0,8","43,79",MEDIA,0.3333
3940221.0,1.0185909000039781e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0006","0,0453",6.0,"0,1139",INDUSTRIA,3.0,"17,36","1,2395",0,"0,0480","0,4444","0,8","38,03",BAJA,0.3333
106572165.0,1.0185909000039088e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0452",6.0,"0,1137",COMERCIO,1.0,"444,81","2,6482",0,"0,3308","0,4444","0,8","47,65",ALTA,0.3333
4136272.0,1.0185909000039805e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0081","0,0452",6.0,"0,1137",COMERCIO,1.0,"306,51","2,4864",0,"0,2983","0,4444","0,8","46,54",ALTA,0.3333
4136272.0,1.0185909000039805e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0081","0,0452",6.0,"0,1137",COMERCIO,1.0,"264,65","2,4227",0,"0,2855","0,4444","0,8","46,11",ALTA,0.3333
5012017.0,1.0185909000038834e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0008","0,0452",6.0,"0,1137",INDUSTRIA,6.0,"122,27","2,0873",0,"0,2182","0,4444","0,8","43,82",MEDIA,0.3333
1708398.0,1.018590900003954e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0452",6.0,"0,1137",COMERCIO,1.0,"113,06","2,0533",0,"0,2114","0,4444","0,8","43,59",MEDIA,0.3333
3402578.0,1.0185909000039933e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0452",6.0,"0,1137",COMERCIO,1.0,"91,21","1,9600",0,"0,1927","0,4444","0,8","42,95",MEDIA,0.3333
3402578.0,1.0185909000034747e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0006","0,0452",6.0,"0,1137",COMERCIO,1.0,"68,48","1,8356",0,"0,1677","0,4444","0,8","42,10",MEDIA,0.3333
114817098.0,1.0185909000038898e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0006","0,0452",6.0,"0,1137",,,"63,42","1,8022",0,"0,1610","0,4444","0,8","41,87",MEDIA,0.3333
118751088.0,1.0185909000039134e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0010","0,0452",6.0,"0,1137",,,"58,81","1,7695",0,"0,1544","0,4444","0,8","41,65",MEDIA,0.3333
3402578.0,1.018590900003476e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0006","0,0452",6.0,"0,1137",COMERCIO,1.0,"55,07","1,7409",0,"0,1487","0,4444","0,8","41,45",MEDIA,0.3333
4946001.0,1.018590900004006e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0027","0,0452",6.0,"0,1137",OTRAS_ACTIV_EMPR,1.0,"33,31","1,5226",0,"0,1048","0,4444","0,8","39,96",MEDIA,0.3333
3402578.0,1.018590900003476e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0007","0,0452",6.0,"0,1137",COMERCIO,1.0,"15,18","1,1813",0,"0,0363","0,4444","0,8","37,63",BAJA,0.3333
119640712.0,1.0185909000039182e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0003","0,0451",6.0,"0,1134",,2.0,"11814,82","4,0724",1,"0,6168","0,4444","0,8","57,37",MUY ALTA,0.3333
103669118.0,1.0185909000034501e+17,2025-11-06,,24.0,4.0,20.0,0.16670000000000001,-4.0,16.0,-7-0,"0,0004","0,0451",6.0,"0,1134",COMERCIO,1.0,"518,93","2,7151",0,"0,3442","0,4444","0,8","46,44",ALTA,0.16670000000000001
9199851.0,1.0185909000039869e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0451",6.0,"0,1134",COMERCIO,2.0,"468,45","2,6707",0,"0,3353","0,4444","0,8","47,80",ALTA,0.3333
103457973.0,1.018590900003899e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0451",6.0,"0,1134",INDUSTRIA,1.0,"396,99","2,5988",0,"0,3209","0,4444","0,8","47,31",ALTA,0.3333
102795421.0,1.018590900003989e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0451",6.0,"0,1134",POCA_COB,2.0,"188,08","2,2743",0,"0,2558","0,4444","0,8","45,10",ALTA,0.3333
1940876.0,1.0185909000039523e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0451",6.0,"0,1134",INDUSTRIA,1.0,"140,14","2,1466",0,"0,2301","0,4444","0,8","44,22",MEDIA,0.3333
3104808.0,1.0185909000039387e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0008","0,0451",6.0,"0,1134",COMERCIO,2.0,"140,13","2,1465",0,"0,2301","0,4444","0,8","44,22",MEDIA,0.3333
114284900.0,1.0185909000038901e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0451",6.0,"0,1134",,,"129,46","2,1121",0,"0,2232","0,4444","0,8","43,99",MEDIA,0.3333
2965481.0,1.0185909000038778e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0451",6.0,"0,1134",COMERCIO,1.0,"120,69","2,0817",0,"0,2171","0,4444","0,8","43,78",MEDIA,0.3333
104421189.0,1.0185909000039304e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0075","0,0451",6.0,"0,1134",TRANSPORTE,2.0,"101,02","2,0044",0,"0,2016","0,4444","0,8","43,25",MEDIA,0.3333
111926894.0,1.0185909000039109e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0007","0,0451",6.0,"0,1134",COMERCIO,1.0,"83,79","1,9232",0,"0,1853","0,4444","0,8","42,70",MEDIA,0.3333
119208554.0,1.0185909000039158e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0009","0,0451",6.0,"0,1134",,,"77,11","1,8871",0,"0,1780","0,4444","0,8","42,45",MEDIA,0.3333
119208715.0,1.0185909000039176e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0009","0,0451",6.0,"0,1134",,,"75,5","1,8779",0,"0,1762","0,4444","0,8","42,39",MEDIA,0.3333
111730829.0,1.0185909000039891e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0451",6.0,"0,1134",COMERCIO,2.0,"55,28","1,7426",0,"0,1490","0,4444","0,8","41,47",MEDIA,0.3333
3198303.0,1.0185909000040038e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0010","0,0451",6.0,"0,1134",,,"45,59","1,6589",0,"0,1322","0,4444","0,8","40,89",MEDIA,0.3333
3924126.0,1.0185909000039054e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0007","0,0451",6.0,"0,1134",OTRAS_ACTIV_EMPR,1.0,"25,01","1,3981",0,"0,0798","0,4444","0,8","39,11",MEDIA,0.3333
111730829.0,1.018590900004018e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0007","0,0451",6.0,"0,1134",COMERCIO,2.0,"18,19","1,2598",0,"0,0521","0,4444","0,8","38,17",BAJA,0.3333
5020805.0,1.0185909000039349e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0011","0,0451",6.0,"0,1134",,,"12,66","1,1024",0,"0,0205","0,4444","0,8","37,10",BAJA,0.3333
109550689.0,1.018590900003912e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,045",6.0,"0,1131",INMOBILIARIAS,2.0,"603,41","2,7806",0,"0,3574","0,4444","0,8","48,55",ALTA,0.3333
117823137.0,1.018590900003909e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,045",6.0,"0,1131",,,"342,88","2,5351",0,"0,3081","0,4444","0,8","46,88",ALTA,0.3333
105051415.0,1.0185909000038886e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,045",6.0,"0,1131",,,"162,15","2,2099",0,"0,2428","0,4444","0,8","44,66",MEDIA,0.3333
4210733.0,1.018590900003988e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,045",6.0,"0,1131",COMERCIO,1.0,"161,8","2,2090",0,"0,2426","0,4444","0,8","44,65",MEDIA,0.3333
2457119.0,1.0185909000039694e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,045",6.0,"0,1131",INDUSTRIA,2.0,"153,23","2,1853",0,"0,2379","0,4444","0,8","44,49",MEDIA,0.3333
112414426.0,1.0185909000039565e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,045",6.0,"0,1131",,,"144,28","2,1592",0,"0,2326","0,4444","0,8","44,31",MEDIA,0.3333
101769872.0,1.0185909000040062e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,045",6.0,"0,1131",INDUSTRIA,6.0,"135,76","2,1328",0,"0,2273","0,4444","0,8","44,13",MEDIA,0.3333
118751083.0,1.0185909000039134e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0010","0,045",6.0,"0,1131",,,"56,7","1,7536",0,"0,1512","0,4444","0,8","41,54",MEDIA,0.3333
3869828.0,1.0185909000038568e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0009","0,045",6.0,"0,1131",COMERCIO,2.0,"41,7","1,6201",0,"0,1244","0,4444","0,8","40,63",MEDIA,0.3333
115995268.0,1.0185909000038939e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0011","0,045",6.0,"0,1131",,,"29,55","1,4706",0,"0,0944","0,4444","0,8","39,61",MEDIA,0.3333
3869828.0,1.0185909000039077e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0009","0,045",6.0,"0,1131",COMERCIO,2.0,"25,13","1,4002",0,"0,0803","0,4444","0,8","39,13",MEDIA,0.3333
111842851.0,1.018590900003918e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0127","0,0449",6.0,"0,1128",COMERCIO,1.0,"1014,84","3,0064",0,"0,4027","0,4444","0,8","50,09",MUY ALTA,0.3333
105779863.0,1.0185909000039045e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0449",6.0,"0,1128",,,"76,93","1,8861",0,"0,1778","0,4444","0,8","42,45",MEDIA,0.3333
114478927.0,1.0185909000039133e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0010","0,0449",6.0,"0,1128",,,"52,28","1,7183",0,"0,1441","0,4444","0,8","41,30",MEDIA,0.3333
101395548.0,1.0185909000039064e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0007","0,0449",6.0,"0,1128",INDUSTRIA,3.0,"41,73","1,6204",0,"0,1245","0,4444","0,8","40,63",MEDIA,0.3333
2574353.0,1.018590900003917e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0011","0,0449",6.0,"0,1128",,,"41,56","1,6187",0,"0,1241","0,4444","0,8","40,62",MEDIA,0.3333
3570682.0,1.0185909000038866e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0007","0,0449",6.0,"0,1128",EXCLUIDA,3.0,"38,5","1,5855",0,"0,1175","0,4444","0,8","40,39",MEDIA,0.3333
107025989.0,1.0185909000038922e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0010","0,0449",6.0,"0,1128",COMERCIO,1.0,"28,57","1,4559",0,"0,0914","0,4444","0,8","39,51",MEDIA,0.3333
107349244.0,1.0185909000039309e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0448",6.0,"0,1126",COMERCIO,2.0,588,"2,7694",0,"0,3551","0,4444","0,8","48,47",ALTA,0.3333
106279087.0,1.018590900003888e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0448",6.0,"0,1126",OTRAS_ACTIV_EMPR,1.0,"233,3","2,3679",0,"0,2745","0,4444","0,8","45,73",ALTA,0.3333
2780151.0,1.018590900003998e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0448",6.0,"0,1126",COMERCIO,1.0,"167,78","2,2247",0,"0,2458","0,4444","0,8","44,76",MEDIA,0.3333
106417929.0,1.0185909000038989e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0448",6.0,"0,1126",,,"164,39","2,2159",0,"0,2440","0,4444","0,8","44,70",MEDIA,0.3333
107480724.0,1.0185909000038944e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0006","0,0448",6.0,"0,1126",INDUSTRIA,2.0,"104,06","2,0173",0,"0,2041","0,4444","0,8","43,34",MEDIA,0.3333
107349244.0,1.0185909000038603e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0448",6.0,"0,1126",COMERCIO,2.0,"93,74","1,9719",0,"0,1950","0,4444","0,8","43,03",MEDIA,0.3333
114131028.0,1.0185909000039578e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0009","0,0448",6.0,"0,1126",,,"64,21","1,8076",0,"0,1621","0,4444","0,8","41,91",MEDIA,0.3333
4826695.0,1.0185909000039323e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0007","0,0448",6.0,"0,1126",INDUSTRIA,1.0,"60,48","1,7816",0,"0,1568","0,4444","0,8","41,73",MEDIA,0.3333
